Unnamed: 0,Tag,SMILES,Solvent,Absorption max (nm),Emission max (nm),Lifetime (ns),Quantum yield,log(e/mol-1 dm3 cm-1),abs FWHM (cm-1),emi FWHM (cm-1),abs FWHM (nm),emi FWHM (nm),Molecular weight (g mol-1),Reference
11990,11991,COc1c2ccccc2c(-c2ccccc2)c2ccccc12,CCCCCC,378.0,420.0,1.52,0.31,,,,,,284.35704,https://doi.org/10.1016/j.jphotochem.2004.01.020
11991,11992,COc1c2ccccc2c(-c2ccccc2)c2ccccc12,Cc1ccccc1,378.0,419.0,,0.31,,,,,,284.35704,https://doi.org/10.1016/j.jphotochem.2004.01.020
11992,11993,COc1c2ccccc2c(-c2ccccc2)c2ccccc12,C1COCCO1,378.0,424.0,,0.48,4.021189299,,,,,284.35704,https://doi.org/10.1016/j.jphotochem.2004.01.020
11993,11994,COc1c2ccccc2c(-c2ccccc2)c2ccccc12,CN(C)C=O,378.0,426.0,,0.37,4.051152522,,,,,284.35704,https://doi.org/10.1016/j.jphotochem.2004.01.020
11996,11997,COc1c2ccccc2c(-c2ccccc2)c2ccccc12,CCO,378.0,426.0,2.9,0.2,,,,,,284.35704,https://doi.org/10.1016/j.jphotochem.2004.01.020
11997,11998,COc1c2ccccc2c(-c2ccccc2)c2ccccc12,CC#N,,,1.38,,,,,,,284.35704,https://doi.org/10.1016/j.jphotochem.2004.01.020
12000,12001,COc1c2ccccc2c(-c2ccccc2)c2ccccc12,CO,,,2.04,,,,,,,284.35704,https://doi.org/10.1016/j.jphotochem.2004.01.020
12001,12002,COc1c2ccccc2c(-c2ccccc2)c2ccccc12,CC(C)O,,,2.94,,,,,,,284.35704,https://doi.org/10.1016/j.jphotochem.2004.01.020
12002,12003,O=CC1=Cc2cocc2C=C(C=O)C1,ClC(Cl)Cl,303.0,,,0.0,3.908485019,,,,,188.18152,https://doi.org/10.1016/j.dyepig.2017.04.035
12003,12004,Cc1oc(C)c2c1C=C(C=O)CC(C=O)=C2,ClC(Cl)Cl,334.0,,,0.0,4.064457989,,,,,216.23528,https://doi.org/10.1016/j.dyepig.2017.04.035
12004,12005,O=CC1=Cc2c(-c3ccccc3)oc(-c3ccccc3)c2C=C(C=O)C1,ClC(Cl)Cl,364.0,467.0,,0.14,4.318063335,,,,74.4,340.37704,https://doi.org/10.1016/j.dyepig.2017.04.035
12005,12006,COc1ccc(-c2oc(-c3ccc(OC)cc3)c3c2C=C(C=O)CC(C=O)=C3)cc1,ClC(Cl)Cl,385.0,502.0,,0.15,4.356025857,,,,,400.4288,https://doi.org/10.1016/j.dyepig.2017.04.035
12006,12007,O=CC1=Cc2c(-c3ccc(-c4ccccc4)cc3)oc(-c3ccc(-c4ccccc4)cc3)c2C=C(C=O)C1,ClC(Cl)Cl,382.0,483.0,,0.32,4.574031268,,,,74.6,492.57256,https://doi.org/10.1016/j.dyepig.2017.04.035
12007,12008,CCOC(=O)/C=C/C1=Cc2c(-c3ccccc3)oc(-c3ccccc3)c2C=C(/C=C/C(=O)OCC)C1,ClC(Cl)Cl,384.0,488.0,,0.19,4.387389826,,,,76.5,480.55832,https://doi.org/10.1016/j.dyepig.2017.04.035
12008,12009,Cc1ccc(S(=O)(=O)/N=C/C2=Cc3c(-c4ccccc4)oc(-c4ccccc4)c3C=C(/C=N/S(=O)(=O)c3ccc(C)cc3)C2)cc1,ClC(Cl)Cl,408.0,511.0,,0.1,4.392696953,,,,87.2,646.7862,https://doi.org/10.1016/j.dyepig.2017.04.035
12009,12010,N#CC(C#N)=CC1=Cc2c(-c3ccccc3)oc(-c3ccccc3)c2C=C(C=C(C#N)C#N)C1,ClC(Cl)Cl,467.0,570.0,,0.002,4.31386722,,,99.4,59.3,436.47304,https://doi.org/10.1016/j.dyepig.2017.04.035
12010,12011,O=CC1=Cc2c(-c3ccccc3)oc(-c3ccccc3)c2C=C(C=O)C1,Cc1ccccc1,359.0,448.0,,0.01,4.307496038,,,,66.6,340.37704,https://doi.org/10.1016/j.dyepig.2017.04.035
12011,12012,O=CC1=Cc2c(-c3ccccc3)oc(-c3ccccc3)c2C=C(C=O)C1,C1COCCO1,356.0,451.0,,0.02,4.342422681,,,,70.8,340.37704,https://doi.org/10.1016/j.dyepig.2017.04.035
12013,12014,O=CC1=Cc2c(-c3ccccc3)oc(-c3ccccc3)c2C=C(C=O)C1,ClCCl,364.0,465.0,,0.24,4.307496038,,,,71.9,340.37704,https://doi.org/10.1016/j.dyepig.2017.04.035
12014,12015,O=CC1=Cc2c(-c3ccccc3)oc(-c3ccccc3)c2C=C(C=O)C1,CN(C)C=O,364.0,468.0,,0.16,4.318063335,,,,73.5,340.37704,https://doi.org/10.1016/j.dyepig.2017.04.035
12015,12016,O=CC1=Cc2c(-c3ccccc3)oc(-c3ccccc3)c2C=C(C=O)C1,CS(C)=O,364.0,478.0,,0.25,4.305351369,,,,78.6,340.37704,https://doi.org/10.1016/j.dyepig.2017.04.035
12016,12017,O=CC1=Cc2c(-c3ccccc3)oc(-c3ccccc3)c2C=C(C=O)C1,CCO,360.0,509.0,,0.14,4.285557309,,,,94.4,340.37704,https://doi.org/10.1016/j.dyepig.2017.04.035
12017,12018,OB(O)c1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,C1CCCCC1,332.8,384.0,1.59,0.72,,,3171.0,,,365.2388,https://doi.org/10.1016/j.jphotochem.2004.08.001
12018,12019,OB(O)c1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,CCOCC,330.0,398.0,1.69,0.65,,,3466.0,72.7,,365.2388,https://doi.org/10.1016/j.jphotochem.2004.08.001
12019,12020,OB(O)c1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,C1CCOC1,331.0,410.0,2.14,0.65,,,3681.0,72.7,,365.2388,https://doi.org/10.1016/j.jphotochem.2004.08.001
12020,12021,OB(O)c1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,CCOC(C)=O,,,2.21,0.66,,,,,,365.2388,https://doi.org/10.1016/j.jphotochem.2004.08.001
12021,12022,OB(O)c1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,CC#N,,,2.24,0.68,,,,,,365.2388,https://doi.org/10.1016/j.jphotochem.2004.08.001
12022,12023,OB(O)c1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,CCO,329.6,422.4,2.39,0.81,,,4213.0,69.0,,365.2388,https://doi.org/10.1016/j.jphotochem.2004.08.001
12023,12024,OB(O)c1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,CO,326.0,432.0,2.97,0.62,,,4965.0,68.2,,365.2388,https://doi.org/10.1016/j.jphotochem.2004.08.001
12025,12026,CCC1(CC)c2cc(-c3ccc(-c4ccc5c(c4)C(CC)(CC)c4cc(C(C)(C)C)ccc4-5)cc3)ccc2-c2ccc(C(C)(C)C)cc21,CCCCCC,,,0.69,,,,,,,630.95676,https://doi.org/10.1016/j.molliq.2018.07.005
12026,12027,CCC1(CC)c2cc(-c3ccc(-c4ccc5c(c4)C(CC)(CC)c4cc(C(C)(C)C)ccc4-5)cc3)ccc2-c2ccc(C(C)(C)C)cc21,CCCCCCC,,,0.7,,,,,,,630.95676,https://doi.org/10.1016/j.molliq.2018.07.005
12034,12035,CCC1(CC)c2cc(-c3ccc(-c4ccc5c(c4)C(CC)(CC)c4cc(C(C)(C)C)ccc4-5)cc3)ccc2-c2ccc(C(C)(C)C)cc21,CO,332.4152542,383.8983051,0.8,,,,,51.0,54.0,630.95676,https://doi.org/10.1016/j.molliq.2018.07.005
12035,12036,CCC1(CC)c2cc(-c3ccc(-c4ccc5c(c4)C(CC)(CC)c4cc(C(C)(C)C)ccc4-5)cc3)ccc2-c2ccc(C(C)(C)C)cc21,CCO,,,0.82,,,,,,,630.95676,https://doi.org/10.1016/j.molliq.2018.07.005
12036,12037,CCC1(CC)c2cc(-c3ccc(-c4ccc5c(c4)C(CC)(CC)c4cc(C(C)(C)C)ccc4-5)cc3)ccc2-c2ccc(C(C)(C)C)cc21,CCCO,,,0.72,,,,,,,630.95676,https://doi.org/10.1016/j.molliq.2018.07.005
12037,12038,CCC1(CC)c2cc(-c3ccc(-c4ccc5c(c4)C(CC)(CC)c4cc(C(C)(C)C)ccc4-5)cc3)ccc2-c2ccc(C(C)(C)C)cc21,CCCCO,,,0.79,,,,,,,630.95676,https://doi.org/10.1016/j.molliq.2018.07.005
12045,12046,CCC1(CC)c2cc(-c3ccc4c(c3)C(CC)(CC)c3cc(C(C)(C)C)ccc3-4)ccc2-c2ccc(-c3ccc4c(c3)C(CC)(CC)c3cc(C(C)(C)C)ccc3-4)cc21,CCCCCC,,,0.67,,,,,,,775.17304,https://doi.org/10.1016/j.molliq.2018.07.005
12046,12047,CCC1(CC)c2cc(-c3ccc4c(c3)C(CC)(CC)c3cc(C(C)(C)C)ccc3-4)ccc2-c2ccc(-c3ccc4c(c3)C(CC)(CC)c3cc(C(C)(C)C)ccc3-4)cc21,CCCCCCC,,,0.67,,,,,,,775.17304,https://doi.org/10.1016/j.molliq.2018.07.005
12054,12055,CCC1(CC)c2cc(-c3ccc4c(c3)C(CC)(CC)c3cc(C(C)(C)C)ccc3-4)ccc2-c2ccc(-c3ccc4c(c3)C(CC)(CC)c3cc(C(C)(C)C)ccc3-4)cc21,CO,349.5762712,385.5932203,0.78,,,,,47.5,45.0,775.17304,https://doi.org/10.1016/j.molliq.2018.07.005
12055,12056,CCC1(CC)c2cc(-c3ccc4c(c3)C(CC)(CC)c3cc(C(C)(C)C)ccc3-4)ccc2-c2ccc(-c3ccc4c(c3)C(CC)(CC)c3cc(C(C)(C)C)ccc3-4)cc21,CCO,,,0.8,,,,,,,775.17304,https://doi.org/10.1016/j.molliq.2018.07.005
12056,12057,CCC1(CC)c2cc(-c3ccc4c(c3)C(CC)(CC)c3cc(C(C)(C)C)ccc3-4)ccc2-c2ccc(-c3ccc4c(c3)C(CC)(CC)c3cc(C(C)(C)C)ccc3-4)cc21,CCCO,,,0.8,,,,,,,775.17304,https://doi.org/10.1016/j.molliq.2018.07.005
12057,12058,CCC1(CC)c2cc(-c3ccc4c(c3)C(CC)(CC)c3cc(C(C)(C)C)ccc3-4)ccc2-c2ccc(-c3ccc4c(c3)C(CC)(CC)c3cc(C(C)(C)C)ccc3-4)cc21,CCCCO,,,0.78,,,,,,,775.17304,https://doi.org/10.1016/j.molliq.2018.07.005
12065,12066,CCC1(CC)c2cc(-c3ccc(C(C)(C)C)cc3)ccc2-c2ccc(-c3ccc4c(c3)C(CC)(CC)c3cc(-c5ccc6c(c5)C(CC)(CC)c5cc(-c7ccc(C(C)(C)C)cc7)ccc5-6)ccc3-4)cc21,CCCCCC,,,0.62,,,,,,,927.36856,https://doi.org/10.1016/j.molliq.2018.07.005
12066,12067,CCC1(CC)c2cc(-c3ccc(C(C)(C)C)cc3)ccc2-c2ccc(-c3ccc4c(c3)C(CC)(CC)c3cc(-c5ccc6c(c5)C(CC)(CC)c5cc(-c7ccc(C(C)(C)C)cc7)ccc5-6)ccc3-4)cc21,CCCCCCC,,,0.61,,,,,,,927.36856,https://doi.org/10.1016/j.molliq.2018.07.005
12074,12075,CCC1(CC)c2cc(-c3ccc(C(C)(C)C)cc3)ccc2-c2ccc(-c3ccc4c(c3)C(CC)(CC)c3cc(-c5ccc6c(c5)C(CC)(CC)c5cc(-c7ccc(C(C)(C)C)cc7)ccc5-6)ccc3-4)cc21,CO,360.5427975,402.2964509,0.67,,,,,48.9,46.8,927.36856,https://doi.org/10.1016/j.molliq.2018.07.005
12075,12076,CCC1(CC)c2cc(-c3ccc(C(C)(C)C)cc3)ccc2-c2ccc(-c3ccc4c(c3)C(CC)(CC)c3cc(-c5ccc6c(c5)C(CC)(CC)c5cc(-c7ccc(C(C)(C)C)cc7)ccc5-6)ccc3-4)cc21,CCO,,,0.67,,,,,,,927.36856,https://doi.org/10.1016/j.molliq.2018.07.005
12076,12077,CCC1(CC)c2cc(-c3ccc(C(C)(C)C)cc3)ccc2-c2ccc(-c3ccc4c(c3)C(CC)(CC)c3cc(-c5ccc6c(c5)C(CC)(CC)c5cc(-c7ccc(C(C)(C)C)cc7)ccc5-6)ccc3-4)cc21,CCCO,,,0.65,,,,,,,927.36856,https://doi.org/10.1016/j.molliq.2018.07.005
12077,12078,CCC1(CC)c2cc(-c3ccc(C(C)(C)C)cc3)ccc2-c2ccc(-c3ccc4c(c3)C(CC)(CC)c3cc(-c5ccc6c(c5)C(CC)(CC)c5cc(-c7ccc(C(C)(C)C)cc7)ccc5-6)ccc3-4)cc21,CCCCO,,,0.64,,,,,,,927.36856,https://doi.org/10.1016/j.molliq.2018.07.005
12084,12085,COc1ccc(C2=C3C=CC(C)=[N+]3[B-](F)(F)n3c(C)ccc32)cc1,Cc1ccccc1,512.0,524.0,3.35,0.52,,806.0,,19.7,27.0,326.15298,10.1021/jp052626n
12085,12086,COc1ccc(C2=C3C=CC(C)=[N+]3[B-](F)(F)n3c(C)ccc32)cc1,ClC(Cl)Cl,511.0,523.0,3.28,0.46,,769.0,,19.6,25.4,326.15298,10.1021/jp052626n
12086,12087,COc1ccc(C2=C3C=CC(C)=[N+]3[B-](F)(F)n3c(C)ccc32)cc1,C1CCCCC1,510.0,521.0,2.87,0.42,,695.0,,18.4,23.4,326.15298,10.1021/jp052626n
12087,12088,COc1ccc(C2=C3C=CC(C)=[N+]3[B-](F)(F)n3c(C)ccc32)cc1,C1CCOC1,508.0,521.0,,0.36,,775.0,,20.1,25.5,326.15298,10.1021/jp052626n
12088,12089,COc1ccc(C2=C3C=CC(C)=[N+]3[B-](F)(F)n3c(C)ccc32)cc1,CCOC(C)=O,507.0,518.0,2.24,0.3,,781.0,,19.5,25.3,326.15298,10.1021/jp052626n
12089,12090,COc1ccc(C2=C3C=CC(C)=[N+]3[B-](F)(F)n3c(C)ccc32)cc1,CO,506.0,518.0,1.87,0.25,,785.0,,19.8,25.6,326.15298,10.1021/jp052626n
12090,12091,COc1ccc(C2=C3C=CC(C)=[N+]3[B-](F)(F)n3c(C)ccc32)cc1,CC#N,505.0,517.0,1.6,0.21,,825.0,,20.5,27.3,326.15298,10.1021/jp052626n
12091,12092,CC1=[N+]2C(=C(c3ccccc3)c3ccc(C)n3[B-]2(F)F)C=C1,Cc1ccccc1,513.0,528.0,2.65,0.42,,836.0,,,,296.1271,10.1021/jp052626n
12092,12093,CC1=[N+]2C(=C(c3ccccc3)c3ccc(C)n3[B-]2(F)F)C=C1,ClC(Cl)Cl,513.0,526.0,2.65,0.38,,803.0,,,,296.1271,10.1021/jp052626n
12093,12094,CC1=[N+]2C(=C(c3ccccc3)c3ccc(C)n3[B-]2(F)F)C=C1,C1CCCCC1,512.0,524.0,1.94,0.29,,766.0,,,,296.1271,10.1021/jp052626n
12094,12095,CC1=[N+]2C(=C(c3ccccc3)c3ccc(C)n3[B-]2(F)F)C=C1,C1CCOC1,510.0,525.0,,0.25,,809.0,,,,296.1271,10.1021/jp052626n
12095,12096,CC1=[N+]2C(=C(c3ccccc3)c3ccc(C)n3[B-]2(F)F)C=C1,CCOC(C)=O,508.0,522.0,1.71,0.25,,775.0,,,,296.1271,10.1021/jp052626n
12096,12097,CC1=[N+]2C(=C(c3ccccc3)c3ccc(C)n3[B-]2(F)F)C=C1,CO,508.0,521.0,1.46,0.19,,819.0,,,28.5,296.1271,10.1021/jp052626n
12097,12098,CC1=[N+]2C(=C(c3ccccc3)c3ccc(C)n3[B-]2(F)F)C=C1,CC#N,507.0,521.0,1.33,0.17,,819.0,,,,296.1271,10.1021/jp052626n
12098,12099,COC(=O)c1ccc(C2=C3C=CC(C)=[N+]3[B-](F)(F)n3c(C)ccc32)cc1,Cc1ccccc1,517.0,538.0,0.82,0.12,,898.0,,,,354.16298,10.1021/jp052626n
12099,12100,COC(=O)c1ccc(C2=C3C=CC(C)=[N+]3[B-](F)(F)n3c(C)ccc32)cc1,ClC(Cl)Cl,517.0,538.0,,0.095,,863.0,,,,354.16298,10.1021/jp052626n
12100,12101,COC(=O)c1ccc(C2=C3C=CC(C)=[N+]3[B-](F)(F)n3c(C)ccc32)cc1,C1CCCCC1,515.0,533.0,0.54,0.073,,869.0,,,,354.16298,10.1021/jp052626n
12101,12102,COC(=O)c1ccc(C2=C3C=CC(C)=[N+]3[B-](F)(F)n3c(C)ccc32)cc1,C1CCOC1,514.0,536.0,,0.056,,949.0,,,,354.16298,10.1021/jp052626n
12102,12103,COC(=O)c1ccc(C2=C3C=CC(C)=[N+]3[B-](F)(F)n3c(C)ccc32)cc1,CCOC(C)=O,512.0,533.0,,0.053,,960.0,,,,354.16298,10.1021/jp052626n
12103,12104,COC(=O)c1ccc(C2=C3C=CC(C)=[N+]3[B-](F)(F)n3c(C)ccc32)cc1,CO,511.0,533.0,,0.032,,960.0,,,37.3,354.16298,10.1021/jp052626n
12104,12105,COC(=O)c1ccc(C2=C3C=CC(C)=[N+]3[B-](F)(F)n3c(C)ccc32)cc1,CC#N,511.0,531.0,,0.039,,1000.0,,,,354.16298,10.1021/jp052626n
12105,12106,CC1=[N+]2C(=C(c3ccc(C#N)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,Cc1ccccc1,519.0,543.0,0.55,0.076,,930.0,,,,321.13716,10.1021/jp052626n
12106,12107,CC1=[N+]2C(=C(c3ccc(C#N)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,ClC(Cl)Cl,519.0,543.0,,0.055,,930.0,,,,321.13716,10.1021/jp052626n
12107,12108,CC1=[N+]2C(=C(c3ccc(C#N)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,C1CCCCC1,517.0,539.0,,0.038,,898.0,,,,321.13716,10.1021/jp052626n
12108,12109,CC1=[N+]2C(=C(c3ccc(C#N)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,C1CCOC1,516.0,540.0,,0.037,,1056.0,,,,321.13716,10.1021/jp052626n
12109,12110,CC1=[N+]2C(=C(c3ccc(C#N)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,CCOC(C)=O,513.0,537.0,,0.035,,989.0,,,,321.13716,10.1021/jp052626n
12110,12111,CC1=[N+]2C(=C(c3ccc(C#N)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,CO,513.0,538.0,,0.026,,992.0,,,40.1,321.13716,10.1021/jp052626n
12111,12112,CC1=[N+]2C(=C(c3ccc(C#N)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,CC#N,512.0,537.0,,0.03,,992.0,,,,321.13716,10.1021/jp052626n
12112,12113,CC1=[N+]2C(=C(c3ccc(N(C)C)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,Cc1ccccc1,509.0,580.0,3.24,0.15,,934.0,,,118.2,339.1958,10.1021/jp052626n
12113,12114,CC1=[N+]2C(=C(c3ccc(N(C)C)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,ClC(Cl)Cl,509.0,615.0,,0.058,,1136.0,,,119.5,339.1958,10.1021/jp052626n
12114,12115,CC1=[N+]2C(=C(c3ccc(N(C)C)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,C1CCCCC1,508.0,518.0,2.72,0.37,,741.0,,,23.1,339.1958,10.1021/jp052626n
12119,12120,CC1=[N+]2C(=C(c3ccc(N4CCCCC4)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,Cc1ccccc1,511.0,593.0,3.12,0.13,,890.0,,,98.1,379.26056,10.1021/jp052626n
12120,12121,CC1=[N+]2C(=C(c3ccc(N4CCCCC4)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,ClC(Cl)Cl,511.0,527.0,,0.077,,981.0,,,31.8,379.26056,10.1021/jp052626n
12121,12122,CC1=[N+]2C(=C(c3ccc(N4CCCCC4)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,C1CCCCC1,509.0,519.0,2.31,0.33,,738.0,,,24.2,379.26056,10.1021/jp052626n
12126,12127,CC1=[N+]2C(=C(c3ccc(N4CCOCC4)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,Cc1ccccc1,511.0,524.0,3.12,0.32,,769.0,,,29.4,381.23268,10.1021/jp052626n
12127,12128,CC1=[N+]2C(=C(c3ccc(N4CCOCC4)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,ClC(Cl)Cl,511.0,531.0,,0.11,,809.0,,,131.8,381.23268,10.1021/jp052626n
12128,12129,CC1=[N+]2C(=C(c3ccc(N4CCOCC4)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,C1CCCCC1,509.0,520.0,2.15,0.35,,695.0,,,23.7,381.23268,10.1021/jp052626n
12133,12134,O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)cc1-c1cc2ccccc2s1,O,318.0,458.0,1.04,0.035,,,,,114.1,376.38804,DOI: 10.1021/ol103147t
12134,12135,O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)cc1-c1cc2ccccc2s1,CO,321.0,446.0,0.6,0.047,,,,,111.5,376.38804,DOI: 10.1021/ol103147t
12135,12136,O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)cc1-c1cc2ccccc2s1,CC#N,321.0,443.0,0.49,0.034,,,,,105.8,376.38804,DOI: 10.1021/ol103147t
12136,12137,O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)cc1-c1cc2ccccc2s1,C1COCCO1,322.0,435.0,0.45,0.06,,,,,109.7,376.38804,DOI: 10.1021/ol103147t
12138,12139,Fc1c(F)c(F)c2c(c1F)C1=Nc3c4c(F)c(F)c(F)c(F)c4c4n3[B-]3(Cl)n5c(c6c(F)c(F)c(F)c(F)c6c5=N4)=NC2=[N+]13,CCOCC,568.0,585.0,,,,,,,,646.546,DOI: 10.1021/jp980383b
12139,12140,Fc1c(F)c(F)c2c(c1F)C1=Nc3c4c(F)c(F)c(F)c(F)c4c4n3[B-]3(Cl)n5c(c6c(F)c(F)c(F)c(F)c6c5=N4)=NC2=[N+]13,CO,568.0,586.0,,,,,,,,646.546,DOI: 10.1021/jp980383b
12140,12141,Fc1c(F)c(F)c2c(c1F)C1=Nc3c4c(F)c(F)c(F)c(F)c4c4n3[B-]3(Cl)n5c(c6c(F)c(F)c(F)c(F)c6c5=N4)=NC2=[N+]13,CC(C)=O,570.0,589.0,,,,,,,,646.546,DOI: 10.1021/jp980383b
12141,12142,Fc1c(F)c(F)c2c(c1F)C1=Nc3c4c(F)c(F)c(F)c(F)c4c4n3[B-]3(Cl)n5c(c6c(F)c(F)c(F)c(F)c6c5=N4)=NC2=[N+]13,CC#N,570.0,586.0,,,,,,34.6,35.0,646.546,DOI: 10.1021/jp980383b
12142,12143,Fc1c(F)c(F)c2c(c1F)C1=Nc3c4c(F)c(F)c(F)c(F)c4c4n3[B-]3(Cl)n5c(c6c(F)c(F)c(F)c(F)c6c5=N4)=NC2=[N+]13,CCOC(C)=O,570.0,588.0,,,,,,,,646.546,DOI: 10.1021/jp980383b
12143,12144,Fc1c(F)c(F)c2c(c1F)C1=Nc3c4c(F)c(F)c(F)c(F)c4c4n3[B-]3(Cl)n5c(c6c(F)c(F)c(F)c(F)c6c5=N4)=NC2=[N+]13,CCO,570.0,585.0,,,,,,,,646.546,DOI: 10.1021/jp980383b
12144,12145,Fc1c(F)c(F)c2c(c1F)C1=Nc3c4c(F)c(F)c(F)c(F)c4c4n3[B-]3(Cl)n5c(c6c(F)c(F)c(F)c(F)c6c5=N4)=NC2=[N+]13,C1CCOC1,572.0,591.0,,,,,,,,646.546,DOI: 10.1021/jp980383b
12147,12148,Fc1c(F)c(F)c2c(c1F)C1=Nc3c4c(F)c(F)c(F)c(F)c4c4n3[B-]3(Cl)n5c(c6c(F)c(F)c(F)c(F)c6c5=N4)=NC2=[N+]13,C1COCCO1,572.0,590.0,,,,,,,,646.546,DOI: 10.1021/jp980383b
12148,12149,Fc1c(F)c(F)c2c(c1F)C1=Nc3c4c(F)c(F)c(F)c(F)c4c4n3[B-]3(Cl)n5c(c6c(F)c(F)c(F)c(F)c6c5=N4)=NC2=[N+]13,c1ccccc1,574.0,595.0,,,,,,,,646.546,DOI: 10.1021/jp980383b
12149,12150,Fc1c(F)c(F)c2c(c1F)C1=Nc3c4c(F)c(F)c(F)c(F)c4c4n3[B-]3(Cl)n5c(c6c(F)c(F)c(F)c(F)c6c5=N4)=NC2=[N+]13,CN(C)C=O,574.0,582.0,,,,,,,,646.546,DOI: 10.1021/jp980383b
12151,12152,Fc1c(F)c(F)c2c(c1F)C1=Nc3c4c(F)c(F)c(F)c(F)c4c4n3[B-]3(Cl)n5c(c6c(F)c(F)c(F)c(F)c6c5=N4)=NC2=[N+]13,CS(C)=O,574.0,590.0,,,,,,,,646.546,DOI: 10.1021/jp980383b
12155,12156,COc1ccc(C2=Cc3c4ccccc4c4ccccc4[n+]3[B-](F)(F)O2)cc1,ClC(Cl)Cl,444.0,461.0,1.584,0.678,,,,61.3,64.1,375.18104,DOI: 10.1021/acs.joc.6b02732
12156,12157,Cc1ccc(C2=Cc3c4ccccc4c4ccccc4[n+]3[B-](F)(F)O2)cc1,ClC(Cl)Cl,437.0,450.0,0.706,0.275,,,,62.0,76.1,359.18204,DOI: 10.1021/acs.joc.6b02732
12157,12158,Cc1cccc(C2=Cc3c4ccccc4c4ccccc4[n+]3[B-](F)(F)O2)c1,ClC(Cl)Cl,434.0,447.0,0.428,0.188,,,,61.2,77.7,359.18204,DOI: 10.1021/acs.joc.6b02732
12158,12159,F[B-]1(F)OC(c2ccccc2)=Cc2c3ccccc3c3ccccc3[n+]21,ClC(Cl)Cl,432.0,447.0,0.363,0.131,,,,61.8,79.3,345.15516,DOI: 10.1021/acs.joc.6b02732
12159,12160,F[B-]1(F)OC(c2ccc(Br)cc2)=Cc2c3ccccc3c3ccccc3[n+]21,ClC(Cl)Cl,435.0,449.0,0.436,0.152,,,,65.1,82.4,424.05122,DOI: 10.1021/acs.joc.6b02732
12160,12161,F[B-]1(F)OC(c2cccc(Br)c2)=Cc2c3ccccc3c3ccccc3[n+]21,ClC(Cl)Cl,432.0,446.0,0.315,0.106,,,,64.6,82.6,424.05122,DOI: 10.1021/acs.joc.6b02732
12161,12162,F[B-]1(F)OC(c2ccc(C(F)(F)F)cc2)=Cc2c3ccccc3c3ccccc3[n+]21,ClC(Cl)Cl,430.0,446.0,,,,,,67.4,85.4,413.15222,DOI: 10.1021/acs.joc.6b02732
12162,12163,O=C1c2ccccc2-c2ccccc21,c1ccccc1,380.0,485.0,2.8,0.0078,2.477121255,,,,106.2,180.20552,DOI: 10.1021/jp980158u
12163,12164,Nc1cccc2c1C(=O)c1ccccc1-2,C1CCCCC1,407.0,471.0,0.8,0.031,3.812913357,,,,,195.22046,DOI: 10.1021/jp980158u
12164,12165,Nc1cccc2c1C(=O)c1ccccc1-2,c1ccccc1,416.0,482.0,1.4,0.055,3.812913357,,,,,195.22046,DOI: 10.1021/jp980158u
12165,12166,Nc1cccc2c1C(=O)c1ccccc1-2,CC#N,420.0,501.0,2.3,0.057,3.826074803,,,,,195.22046,DOI: 10.1021/jp980158u
12166,12167,Nc1cccc2c1C(=O)c1ccccc1-2,CCO,431.0,521.0,,0.068,3.892094603,,,,,195.22046,DOI: 10.1021/jp980158u
12167,12168,Nc1ccc2c(c1)C(=O)c1ccccc1-2,C1CCCCC1,455.0,569.0,4.0,0.0086,2.698970004,,,,,195.22046,DOI: 10.1021/jp980158u
12168,12169,Nc1ccc2c(c1)C(=O)c1ccccc1-2,c1ccccc1,469.0,622.0,0.84,0.00099,2.73239376,,,,,195.22046,DOI: 10.1021/jp980158u
